schema_version	evidence_id	path	role	size_bytes	sha256	producer_command_id	required_by
2	ev-960572f8b32e2d3780cbb99a83019e5ee45843c4724d743f7ded6672f3585df1	controls/xw/xw-source-encoding-map.tsv	xw-control	567098	4a21887443f3f044eac021314584a6fc67f3214c2a12400cb3937b4d5406ae93	cmd-36a5444f62be01e746166f65ac6203eff2ce0e5a401f0902797d8526b9c29dfd	xw,semantic-boundaries
2	ev-3053e949adaa30b4fb9022186329a830d9665e53b51ed22d2249d49f65b4082e	controls/xw/xw-theoretical-encoding-set.tsv	xw-control	127265	dce80e14934912b19c5d11e0f0339c0f60f1c340f409d431435d5e790e17df06	cmd-36a5444f62be01e746166f65ac6203eff2ce0e5a401f0902797d8526b9c29dfd	xw,semantic-boundaries
2	ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04	input/analysis-input-manifest.tsv	input-snapshot	6460720	e8d5acf48d162d2e51fb3b1ac770351629597c27262f09b6e4fbccfb2087ebd7	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,provenance
2	ev-175a7098da4d4651121c35102e9c496e1855254e54ff65565d8b850110d30ae1	input/prior-artifact-manifest.tsv	input-snapshot	208605	9572be20d3e9389f555e96a04b906ff414c9c08a8b82c1af8a80b0c2cc362f9b	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,provenance
2	ev-0a83540a81ed02fdf83813e73561931ec91d2762545f0340c7c469b246881a24	input/prior-complete-read-audit.json	input-snapshot	29109	62c67454f48845f741fec24af34b18e5795d7504809b6b32dd362f7fe97badc6	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,provenance
2	ev-aabab8beaee7acfe766030ed4108ca48afe149c4ab0027547eda11480146dd0b	input/prior-fixed-output-baseline.tsv	input-snapshot	8296	9c1affcce1b815683124c124b3bfca1ea4db7980a1cfc4ce089011a338836fbe	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,provenance
2	ev-cd01fd44d691c6baff9714f822861ec4621c894c9214eebd9d61c6ac5df1d61f	input/prompt.sha256	input-snapshot	65	98b410aa873b2bb6a64915663305cf4bb8469618fffbeae903747afafc3e4532	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,provenance
2	ev-9fafac8c2d4ab9f75fa7d270e748210fbc42fb30fd92db5506a1889f0f003014	machine/archive-summary.jsonl	primary-machine-ledger	1331816	2597b7d8a5a1434319fdc2fff561d205a680a4a5989ed0cd8c35dd8af26b0139	cmd-ceb86d0741ffc363af5fbf5f12616fbc7582f2ab33c1ee5dd7db644750a59b11	scope,inventory,scan
2	ev-872ce366058fb436b3339445b94fad063ce2512d0282782ec9d87cfbc0c2d186	machine/canonical-unit-domain-records.jsonl.gz	canonical-domain-set	344810270	1b93894dd647e05646d308f35a2208146e0dcde1827bb7736ea0bbffa4da1bad	cmd-1aa00a67f176f579b533ebffc80b51bc4880e1d8da6d4945db95fe1904c5e8fe	scan,coverage
2	ev-38f8b48b3cbaab5c84261b5c4d3045ee5c84e69249a4684f9fe6c7d2363640b9	machine/claim-ledger.tsv	deterministic-control-ledger	2429	fc59ff2d6c20604d0f3b28acd0c1ac6a0b41a9389db73bb0a34425cf26ae225b	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-864a03ff5137af0c297106d99964333cb8ee53f4abcd6c5b05c36f93ba7e08a0	machine/command-ledger.tsv	deterministic-control-ledger	4556	ae90d4c8c27406af95f896236fc917544a531276f891a5f0c8fdcd191ce4a0f8	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-28360a594e0e53977fef4ec688585cee10d8fbd53399868a1c5d8407d1292b94	machine/compact-set-summary.json	canonical-domain-set	1260	27633e46b72d66dc7d8df390746fab256c910fdf80a8c25e9fcfcdbb8c28123e	cmd-1aa00a67f176f579b533ebffc80b51bc4880e1d8da6d4945db95fe1904c5e8fe	scan,coverage
2	ev-aa5c2f70ab906c45b799e4a2300a050b95738d1e7dd488010ffece857e352bb0	machine/comparison-mismatches.jsonl	independent-comparison	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	cmd-0d6914529b426a38fb7a96b06e198219107b87f32746723941636d39311cf5a1	independence,coverage
2	ev-c37400dc24d8a928a106d58af730ed4e41f2d8e9c825297a114214d034d03582	machine/comparison-summary.json	independent-comparison	676	886873cca0de7cae360be026b8758cc17c9920ccdcf2eaa275adf913987aadbc	cmd-0d6914529b426a38fb7a96b06e198219107b87f32746723941636d39311cf5a1	independence,coverage
2	ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	machine/expected-scan-closure.json	deterministic-control-ledger	1271	17658f4a03d91c3d9c7f70db02f3a1fcbc1f5570bae2a14927b17ea1597104fb	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-92610759ec696a82a10fb65ec68ae599771468c91ff42e34b2c72f176c249ac4	machine/family-summary.tsv	deterministic-control-ledger	371	32e250296aa644309b8edbdc63a72ece4abe2d8bd649c95ebaafe44bbcce857b	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-c1548dd9b5bd39e27df115ea05dc7710eb12155c0a1a53574c3fee9d0e43f295	machine/git-scope-check.tsv	deterministic-control-ledger	1763	8197a074756cc4d8b7d82cb65ea576e05cd7ada1d4fd5860ca0fa43d11becfb8	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-4b1f1a1df7d59db6886d042a4a7b87d8ce077ca230fff2a07ce1de00ad595ae6	machine/input-drift.tsv	deterministic-control-ledger	7498127	c849b08fa32f23ff30eb30caadd603aba38eb14303e681f365f6d361ecc2ee2a	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-a1b3b275f0edd9930452ce6565afa061d63a6a8a16650c27de88c04d1b3568f5	machine/lane-policy.json	deterministic-control-ledger	1368	38aa096be556e5167626d43063f0675b895f45e08e8c8620b75b5792f255dd82	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376	machine/primary-artifacts.jsonl	primary-machine-ledger	2954218	3b20899f62e3a0922fc9fd969edf821def1ade4e52e3680b1bd0a949497374f4	cmd-ceb86d0741ffc363af5fbf5f12616fbc7582f2ab33c1ee5dd7db644750a59b11	scope,inventory,scan
2	ev-4c3ec48e7e5d92661b60d5741ba6420997617aa8dfb16fe2f10c1b21b4facb62	machine/primary-counts.json	primary-machine-ledger	973	02f3f2dd8f439b03e6de0810923818f8c99df88d62dd34edb44cdab23ceacfbb	cmd-ceb86d0741ffc363af5fbf5f12616fbc7582f2ab33c1ee5dd7db644750a59b11	scope,inventory,scan
2	ev-99f76ff36c693247522ec1d9d48f8e545439b822a2dfdaacdf0ff4c25e310d0a	machine/tool-manifest.tsv	deterministic-control-ledger	4171	9a6e50fd6d0cc0f56c834413b5151b8a02cf4a7ab5b60d30e132fc90c2b51d31	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	scope,coverage,reproduction
2	ev-23bbcc077ddba6a49b989d8984032f097e2dee887d9821063d2b9a2edb8d95e3	scripts/baseline_r2.py	reproduction-script	6895	9e755d181d8a9fd23595fa74f22a679449f74f17e638e5f59930705cfc6c7c18	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-90dcdf138c4d4c1540b82191a961afb5667103e4de61a1651592fc8e15617a65	scripts/r2_acceptance.py	reproduction-script	16918	72eb6d69a6f26eb5166335ba453780482e0ba9b59b95818053a54f3282397c0b	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-95395703696d30dc5ad7773c5861f5be2a182b66c45c03d8105ab19024b02250	scripts/r2_build_contexts.py	reproduction-script	12020	45b670c2c77467f83ebd573629004e90a44179d917062b1077117d3d990087fa	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-1b26ab0eb25a01383283880a96bd6d0f364a46d27c3c2c39c2209011356e3065	scripts/r2_compact_sets.py	reproduction-script	6023	e778d112afb61f6dd238cf562cb3543bc95425bd1ee5895c58af7d2ff947b05f	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-e12f7f4da3c3fd71a5ecd622bfb89b1aca72aca5e7a2f2ad102c7c4225f51918	scripts/r2_compare.py	reproduction-script	12085	71322c9c208011c8b53b2929bfeedbcd0d45ffef436483bfd4cd80abd70d3dfa	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-ddb270ff32d2177473c5637205e0bbc2f61c9ec5add0ff1173a06e8e0a10f187	scripts/r2_controls.py	reproduction-script	20817	51d46f2bdc3e9ebc23159c63b1be486117f89ed2ff9cb85b8e8f5ef20cf84961	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-58c0c6232eb4c84395daec93a55e6888b69d82ecad44f99f06d4d2e157debd12	scripts/r2_doc_controls.py	reproduction-script	9261	1edd571b34505f98dd00c32bf6fc0546e58df841bcc24ef99d04e42fa6cb5f6f	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-f6a13e029feb10c8ba97e4ea777fe8d551c214e45b4439789271e3fc404600b1	scripts/r2_docs.py	reproduction-script	16413	60d99fe976c6de7c19738135f5a4b9ac4f5199fae3760b4eb6a49e6bf71d6856	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-e31228d3e9b31d58ed8332271aff0eb7a53474eb51bec26c144622613cc9121f	scripts/r2_finalize.py	reproduction-script	103147	df6aa23f6489ed3dc4cf42c0d9525b162cc86ae85419687a31dcf8edb32e14a6	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-f24f8ed866e3e1da94bae2e864d9f327a2232667fee459010703391789e8ceb5	scripts/r2_independent.py	reproduction-script	32325	5a44cc7e781dba5e8ce340e4c5d94f2b54231512135b364f1490383bd2bc3d71	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-161d11eb19f38936b80a37a0f3761f75a641ec0d334516ec870e3682bf1194a2	scripts/r2_positive_evidence.py	reproduction-script	11761	40643dc5c51854eb551998753b474334816f407e18ca1cdd8c7f66d551df9d28	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-4825c876ce9e202dfccde199c3bf894c5c6b2e31af6ef57269534e65f97a9fc2	scripts/r2_primary.py	reproduction-script	61740	8a9bc3f28b7048add8420ea784c0486205bbd8d3ae3c93019cf6243741176420	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-5c44b974edad7d1f0aea81e958c874030d5ef1276e8749060a4ca2c1f0076d42	scripts/r2_rom_control.py	reproduction-script	32019	0c5ff2ef202dd2ca5d1fdbb7199e14e2250eb3550db379e5892a8bdb1952faba	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-04f6ad815acffeeff123be84c9f6c61e1ebe887a5e97208e8a43cad5524793e9	scripts/r2_tar_closure.py	reproduction-script	9005	88184dc7dbe611b1a3eb83b6dbd30d4cb7291f4cdc2b2e158d62befb49718e51	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-fd6bafe07ecd1af90d1430c97065aabdc5293b53c1e6f198f75c8974999e21b0	scripts/r2_xw_boundaries.py	reproduction-script	14788	abf77452272cee9f5c271cd061da25d06d7da95a50d89cf06023b40d1abae2fd	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-f99cca0f9b448ec0fd92659f12c45898b5a25917cf767dfbf45f488b18161b41	scripts/r2_xw_fixture.py	reproduction-script	14903	31d13697c3b22973f1a5bd3fc255fc9d8f7a9c87aebec91b09496c55ddc5211e	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-159b07755bef9c8070a1c5d944c7c95b57b06c6cf2615d9e4ecfabe6193424ba	scripts/rawscan.py	reproduction-script	5828	9545ee7a09376ffab9f353daa6c41a75836371353ea069a9817a4204efbfb3cb	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
2	ev-6d9022a795ed7a4fe78404105fc40b5e951dc0a2cfc13d1c1463e569a2b45a09	scripts/review_prior_r2.py	reproduction-script	8020	ec861b637b475cd11c61a70f1e83b30e93b6c3bc564156500d561ee0009e9f1f	cmd-d46b5b5c147f3ad19ec4eaeb2f37fa6ed4eaf7b596e2a6688266ade4598b1972	reproduction
