region_id	implementation_group	side_id	path	file_sha256	start_offset	end_offset_exclusive	byte_count	section_or_region	classification	semantic_mapping_id	static_candidate_ids	coverage_status	evidence_ids	notes
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-0044	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	2175672	2175680	8	segment:__LINKEDIT	LINK-LAYOUT	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-0045	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	2175680	2192824	17144	LC_CODE_SIGNATURE:payload	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=eca9dbef99239c35ddb5cf03d67fdab2d75503b6d112a6b1810d8826a3343986
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0001	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	0	32	32	mach_header_64	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=08954c9497afe8aea0829ceb1816408e95f9e85573f06eea750fecd84c9d8947
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0002	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	32	104	72	LC_SEGMENT_64[0]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=38432a8fbcbe1ae9fdf9263fe1e4e948de98131833cc5e5333f375dcf5f6333f
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0003	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	104	736	632	LC_SEGMENT_64[1]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=9aa17cc51ac577a9abc33ec71f50977648be8848368fd19a642fd06bd929df18
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0004	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	736	968	232	LC_SEGMENT_64[2]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=ea9ca25a78fc2ff4f02dfe4a79e1b5fdbbbf9159763be3c3a1b9a955fe420900
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0005	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	968	1280	312	LC_SEGMENT_64[3]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=84ac7fae8149e4bb7ed8115342fa74881263b37850225bfefd5abd285efbe4d0
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0006	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1280	1352	72	LC_SEGMENT_64[4]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=2bf6dad1cc0696920e9f2a872858390fee042dec7eff5d8505f64f64db91deac
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0007	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1352	1368	16	LC_DYLD_CHAINED_FIXUPS[5]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=0b066c8f9dcb146311b6bb677532d2b3c729c8bf04aa59480dc2e3ecd831cfd9
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0008	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1368	1384	16	LC_DYLD_EXPORTS_TRIE[6]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=b41f80f40c7873af49d337b93a1c03143a6f49db21c3bd843e94237c920357a3
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0009	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1384	1408	24	LC_SYMTAB[7]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=2057ded5b6e50f4a926a49b952888e83fbd4e6ff0826ea2e57b696a9bce51a0d
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0010	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1408	1488	80	LC_DYSYMTAB[8]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=26b3acc2094e0e319945ce5ce739260e77f74fa8ce2c0886acf16fdbb67cd373
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0011	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1488	1520	32	LC_LOAD_DYLINKER[9]	PACKAGING/DEPENDENCY	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=44316cf4f366f41aa06996613c44af75e34479362928faf61a168c2a203b5999
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0012	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1520	1544	24	LC_UUID[10]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=4b99c8f88994d39d0192c24b1c103c67098c9013ec23f74a9eb2470cd8f84142
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0013	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1544	1576	32	LC_BUILD_VERSION[11]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=06be0acc3151d0cb3a5720312a0ae05bf2376d394c98194de6f77801b59ab2e0
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0014	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1576	1592	16	LC_SOURCE_VERSION[12]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=01a60f1db7db041298aa3e269ff5ebea951aa6977963e4ab563905da906d2b82
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0015	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1592	1616	24	LC_MAIN[13]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=dfb2e7c262c93bdbe3471ef2359798698f758e2975ea2362dfbdb82f9dfcd602
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0016	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1616	1672	56	LC_LOAD_DYLIB[14]	PACKAGING/DEPENDENCY	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=1a489c8b895a1c5fa426d2f6bdf524fa8d9c8227923ea0a7bb3a194fd92823ea
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0017	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1672	1720	48	LC_LOAD_DYLIB[15]	PACKAGING/DEPENDENCY	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=7745a4d4639b8f1de3e38beb445632a5df37fca6950234b1d83a4278c5dd4c0e
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0018	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1720	1776	56	LC_LOAD_DYLIB[16]	PACKAGING/DEPENDENCY	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=ffa45af4ce6b7780727be9b2f2f9ca0b35932363e311b247d840ef9da1bdc1f5
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0019	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1776	1792	16	LC_FUNCTION_STARTS[17]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=2f5fa838acc64aea7cb290d200989688ce44ad356b6b21ebad703c4ef0ddeecf
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0020	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1792	1808	16	LC_DATA_IN_CODE[18]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=0d48df73e9e9c3c93e35d849055cd0b81e4337106a0b81bd00b04bc866e9a7d1
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0021	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1808	1824	16	LC_CODE_SIGNATURE[19]	SIGNATURE/UUID/BUILD-METADATA	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=a373db9f87171a31e6a3d656598adf88da2b87fe3f8cf682300e327251cc4b39
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0022	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1824	1864	40	segment:__TEXT	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=2c34ce1df23b838c5abf2a7f6437cca3d3067ed509ff25f11df6b11b582b51eb
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0023	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1864	728524	726660	section:__TEXT,__text	FUNCTIONAL-CODE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=63b0cdda542d93a1fc3edd6b7b4db831efe1b224f924399ade32f54f49bae09c
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0024	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	728524	730336	1812	section:__TEXT,__stubs	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=31936a43c4ffb4f7823413475f1023ebc49ec282667ff9cd4cd04fb552a046b5
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0025	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	730336	730352	16	section:__TEXT,__init_offsets	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=047c3a3067e9b387e908fe96cdc3f0d812054fe015e9a861c1ebe30548ad48b9
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0026	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	730352	1082544	352192	section:__TEXT,__const	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=20c502065189c23cf9c61fd40b0200831b921a0003d9dcf3d44acf99a2e3f0dd
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0027	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1082544	1416554	334010	section:__TEXT,__cstring	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=5bd760ffaecc8017fc037993cb73a620a962c3ebe30218d4a928daba018d6aa1
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0028	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1416554	1416556	2	segment:__TEXT	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0029	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1416556	1425724	9168	section:__TEXT,__unwind_info	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=6b2322d90f8991e3b76d2aeb626d9a9fa68396578c1218472d93819aa3597959
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0030	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1425724	1425728	4	segment:__TEXT	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0031	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1425728	1485412	59684	section:__TEXT,__eh_frame	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=1da134f1b44a14c88385722b703617067214cc1e9370c220b7d6d190efb752a8
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0032	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1485412	1490944	5532	segment:__TEXT	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=3fba84bef6a29e63dd860d455ab692361e8895fbd9218b7bac6775e8f2d0d8ee
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0033	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1490944	1492384	1440	section:__DATA_CONST,__got	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=ae03c576bd5a6e53357ca6cc25e6223122cace1798e64c329af57e5f269592f8
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0034	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1492384	1745912	253528	section:__DATA_CONST,__const	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=c7acfe0bcb5e03a0263c4e3613ed562c6e38fed0800b91d4b1a7f2763fec3b12
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0035	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1745912	1753088	7176	segment:__DATA_CONST	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=165ca75fca58a80c0267ba8b091fd3acffac21765032b201bfc4c29b663b7351
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0036	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1753088	1755856	2768	section:__DATA,__data	FUNCTIONAL-DATA-TABLE	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=25eabfe39b9cb5ad2ea700f6503d3422f2992825c70dee9330d3ceec7e032f6b
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0037	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1755856	1769472	13616	segment:__DATA	UNRESOLVED	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=df2a49e8ad39fc1deabf72892bd8580ae9bcb3fc839ba79f3e9fe15cb2a3d6fc
L1-REG-OURS-tmp__phase3c-driver__frozen-ours-primary__bin__gcc-15_2_0-0038	GCC-DRIVER	OURS	tmp/phase3c-driver/frozen-ours-primary/bin/riscv32-wch-elf-gcc-15.2.0	bb5f0f7752157e4919483756084278d63fdce19fc58fee51f9b55b5ede50c22e	1769472	1774792	5320	LC_DYLD_CHAINED_FIXUPS:payload	LINK-LAYOUT	L1-FEAT-DRIVER	L1-STATIC-XW,L1-STATIC-XDIAG,L1-STATIC-ZSTD-SPEC	COMPLETE-TILING-UNRESOLVED	L1-macho-regions	ownership=PRIMARY; file_size=2192824; region_sha256=72d10502dae46bd8d244cbe0edf79cdad20e8df8a48b131109ec274698c782ff
