file_id	package_denominator	path	implementation_group	component	scope	source_class	wch_type	wch_mode	wch_size	wch_sha256	p2_type	p2_mode	p2_size	p2_sha256	matched_status	ours_type	ours_mode	ours_size	ours_sha256	p2_comparison	ours_comparison	initial_classification	comparator_exists	evidence_ids
FILE-000372	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-icf.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	21309	bb844eb54aa9d7c60ec0cf4a1caeb108b98985a30cae5429ae890500b735075b	FILE	777	21309	bb844eb54aa9d7c60ec0cf4a1caeb108b98985a30cae5429ae890500b735075b	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=21309;sha256=bb844eb54aa9d7c60ec0cf4a1caeb108b98985a30cae5429ae890500b735075b	FILE	777	21309	bb844eb54aa9d7c60ec0cf4a1caeb108b98985a30cae5429ae890500b735075b	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000373	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-inline.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	4289	f43166dc07680e8d8aef66e920cc4475bed20707b33341cf8bf6ca6945bceec5	FILE	777	4289	f43166dc07680e8d8aef66e920cc4475bed20707b33341cf8bf6ca6945bceec5	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=4289;sha256=f43166dc07680e8d8aef66e920cc4475bed20707b33341cf8bf6ca6945bceec5	FILE	777	4289	f43166dc07680e8d8aef66e920cc4475bed20707b33341cf8bf6ca6945bceec5	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000374	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-locality-cloning.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	1053	418d44735d76f5242711d94b61710ee816df456a8f4b18acf5f92b963a06e00c	FILE	777	1053	418d44735d76f5242711d94b61710ee816df456a8f4b18acf5f92b963a06e00c	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=1053;sha256=418d44735d76f5242711d94b61710ee816df456a8f4b18acf5f92b963a06e00c	FILE	777	1053	418d44735d76f5242711d94b61710ee816df456a8f4b18acf5f92b963a06e00c	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000375	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-modref-tree.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	22363	e3af6abccdae2c4a33def7430762c2c7b7aa8d280d622816c86b59453692eaf8	FILE	777	22363	e3af6abccdae2c4a33def7430762c2c7b7aa8d280d622816c86b59453692eaf8	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=22363;sha256=e3af6abccdae2c4a33def7430762c2c7b7aa8d280d622816c86b59453692eaf8	FILE	777	22363	e3af6abccdae2c4a33def7430762c2c7b7aa8d280d622816c86b59453692eaf8	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000376	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-modref.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	5089	36816559ed57004a7db47c1a85f94a6e1e91d97206b090a7652c24c1a12de867	FILE	777	5089	36816559ed57004a7db47c1a85f94a6e1e91d97206b090a7652c24c1a12de867	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=5089;sha256=36816559ed57004a7db47c1a85f94a6e1e91d97206b090a7652c24c1a12de867	FILE	777	5089	36816559ed57004a7db47c1a85f94a6e1e91d97206b090a7652c24c1a12de867	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000377	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-param-manipulation.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	18660	085b8bb17c40ae9adf744b64ad2e83a28ef25db0b9b6355fb82662b69f2834b1	FILE	777	18660	085b8bb17c40ae9adf744b64ad2e83a28ef25db0b9b6355fb82662b69f2834b1	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=18660;sha256=085b8bb17c40ae9adf744b64ad2e83a28ef25db0b9b6355fb82662b69f2834b1	FILE	777	18660	085b8bb17c40ae9adf744b64ad2e83a28ef25db0b9b6355fb82662b69f2834b1	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000378	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-predicate.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	9223	86e6679d0d0315639597ae05f6a1dafe13e07341816cd114f29a8735a946e1c6	FILE	777	9223	86e6679d0d0315639597ae05f6a1dafe13e07341816cd114f29a8735a946e1c6	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=9223;sha256=86e6679d0d0315639597ae05f6a1dafe13e07341816cd114f29a8735a946e1c6	FILE	777	9223	86e6679d0d0315639597ae05f6a1dafe13e07341816cd114f29a8735a946e1c6	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000379	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-prop.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	44362	299c23b02275f523cfbe94d3f39532bff86274420be3c3dd6ad3e05c92fe999d	FILE	777	44362	299c23b02275f523cfbe94d3f39532bff86274420be3c3dd6ad3e05c92fe999d	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=44362;sha256=299c23b02275f523cfbe94d3f39532bff86274420be3c3dd6ad3e05c92fe999d	FILE	777	44362	299c23b02275f523cfbe94d3f39532bff86274420be3c3dd6ad3e05c92fe999d	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000380	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-ref.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	3529	e9b9d3a9e5ff3d44146c3c5e337c5d16a0260e259fc24ea9a1a809af98f63282	FILE	777	3529	e9b9d3a9e5ff3d44146c3c5e337c5d16a0260e259fc24ea9a1a809af98f63282	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=3529;sha256=e9b9d3a9e5ff3d44146c3c5e337c5d16a0260e259fc24ea9a1a809af98f63282	FILE	777	3529	e9b9d3a9e5ff3d44146c3c5e337c5d16a0260e259fc24ea9a1a809af98f63282	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000381	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-reference.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	1099	b1f5a23086ac4ab141f9a85beacaa6621e689b4301e0939ab5b2aef675035b53	FILE	777	1099	b1f5a23086ac4ab141f9a85beacaa6621e689b4301e0939ab5b2aef675035b53	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=1099;sha256=b1f5a23086ac4ab141f9a85beacaa6621e689b4301e0939ab5b2aef675035b53	FILE	777	1099	b1f5a23086ac4ab141f9a85beacaa6621e689b4301e0939ab5b2aef675035b53	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000382	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-strub.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2109	f3cb9253d44a07d33fec48bd09a6e39c56cd93388a65d990ca5a80ea0282f75e	FILE	777	2109	f3cb9253d44a07d33fec48bd09a6e39c56cd93388a65d990ca5a80ea0282f75e	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2109;sha256=f3cb9253d44a07d33fec48bd09a6e39c56cd93388a65d990ca5a80ea0282f75e	FILE	777	2109	f3cb9253d44a07d33fec48bd09a6e39c56cd93388a65d990ca5a80ea0282f75e	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000383	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ipa-utils.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	9912	bfee88bc062962965e4099092336587ac3281942a24b6df0a14c8f1c9f616235	FILE	777	9912	bfee88bc062962965e4099092336587ac3281942a24b6df0a14c8f1c9f616235	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=9912;sha256=bfee88bc062962965e4099092336587ac3281942a24b6df0a14c8f1c9f616235	FILE	777	9912	bfee88bc062962965e4099092336587ac3281942a24b6df0a14c8f1c9f616235	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000384	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ira-int.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	63045	f8a837be194fd4969bdfb9c066d442cbdcd4a02014117874a0661ee0edcd05b0	FILE	777	63045	f8a837be194fd4969bdfb9c066d442cbdcd4a02014117874a0661ee0edcd05b0	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=63045;sha256=f8a837be194fd4969bdfb9c066d442cbdcd4a02014117874a0661ee0edcd05b0	FILE	777	63045	f8a837be194fd4969bdfb9c066d442cbdcd4a02014117874a0661ee0edcd05b0	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000385	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/ira.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	9893	808121fe615c08b254c7a183fb2e8e202548abbbb6a5b650a3baa2af46562e52	FILE	777	9893	808121fe615c08b254c7a183fb2e8e202548abbbb6a5b650a3baa2af46562e52	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=9893;sha256=808121fe615c08b254c7a183fb2e8e202548abbbb6a5b650a3baa2af46562e52	FILE	777	9893	808121fe615c08b254c7a183fb2e8e202548abbbb6a5b650a3baa2af46562e52	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000386	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/is-a.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	7952	ccd7ae330c93f6becb0d67b1599a5ebe0b2822413e586382044e087297099710	FILE	777	7952	ccd7ae330c93f6becb0d67b1599a5ebe0b2822413e586382044e087297099710	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=7952;sha256=ccd7ae330c93f6becb0d67b1599a5ebe0b2822413e586382044e087297099710	FILE	777	7952	ccd7ae330c93f6becb0d67b1599a5ebe0b2822413e586382044e087297099710	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000387	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/iterator-utils.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	7465	316a346b4951197681255f15ae3eaeb9cb21174c91cecdff05baf41aeb814d51	FILE	777	7465	316a346b4951197681255f15ae3eaeb9cb21174c91cecdff05baf41aeb814d51	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=7465;sha256=316a346b4951197681255f15ae3eaeb9cb21174c91cecdff05baf41aeb814d51	FILE	777	7465	316a346b4951197681255f15ae3eaeb9cb21174c91cecdff05baf41aeb814d51	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000388	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/json-parsing.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2903	b71abcd0f4b3b7f63b44246c2a59566978273707c1caa6830ab2ad421aae11be	FILE	777	2903	b71abcd0f4b3b7f63b44246c2a59566978273707c1caa6830ab2ad421aae11be	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2903;sha256=b71abcd0f4b3b7f63b44246c2a59566978273707c1caa6830ab2ad421aae11be	FILE	777	2903	b71abcd0f4b3b7f63b44246c2a59566978273707c1caa6830ab2ad421aae11be	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000389	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/json.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	8715	32c8119ecbba6e93d4866f92189deb852479624a810d07da6ceb28c8111f8f51	FILE	777	8715	32c8119ecbba6e93d4866f92189deb852479624a810d07da6ceb28c8111f8f51	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=8715;sha256=32c8119ecbba6e93d4866f92189deb852479624a810d07da6ceb28c8111f8f51	FILE	777	8715	32c8119ecbba6e93d4866f92189deb852479624a810d07da6ceb28c8111f8f51	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000390	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/label-text.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2526	209cada995da4bbec2d650a1fc84e81aa8691227e90143e38726c3d70634ffd5	FILE	777	2526	209cada995da4bbec2d650a1fc84e81aa8691227e90143e38726c3d70634ffd5	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2526;sha256=209cada995da4bbec2d650a1fc84e81aa8691227e90143e38726c3d70634ffd5	FILE	777	2526	209cada995da4bbec2d650a1fc84e81aa8691227e90143e38726c3d70634ffd5	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000391	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/langhooks-def.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	17404	90391ba4ab0058e2140b0a1256332a5b62fe442d4ce54fe8123c41055714d401	FILE	777	17404	90391ba4ab0058e2140b0a1256332a5b62fe442d4ce54fe8123c41055714d401	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=17404;sha256=90391ba4ab0058e2140b0a1256332a5b62fe442d4ce54fe8123c41055714d401	FILE	777	17404	90391ba4ab0058e2140b0a1256332a5b62fe442d4ce54fe8123c41055714d401	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000392	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/langhooks.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	28357	866085398ce6eaf5a8155a79ff426bbe9e44da1ca2980ac07344e8ab658b3c9f	FILE	777	28357	866085398ce6eaf5a8155a79ff426bbe9e44da1ca2980ac07344e8ab658b3c9f	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=28357;sha256=866085398ce6eaf5a8155a79ff426bbe9e44da1ca2980ac07344e8ab658b3c9f	FILE	777	28357	866085398ce6eaf5a8155a79ff426bbe9e44da1ca2980ac07344e8ab658b3c9f	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000393	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/lazy-diagnostic-path.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2076	3c888bbaeb1f6e4746990e1ba770f093ec80f929a75b83df8990f9019a9cbacb	FILE	777	2076	3c888bbaeb1f6e4746990e1ba770f093ec80f929a75b83df8990f9019a9cbacb	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2076;sha256=3c888bbaeb1f6e4746990e1ba770f093ec80f929a75b83df8990f9019a9cbacb	FILE	777	2076	3c888bbaeb1f6e4746990e1ba770f093ec80f929a75b83df8990f9019a9cbacb	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000394	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/lcm.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	1527	69d37c292feaca14f652257f619472ff96660317597ef31395de713b6404e725	FILE	777	1527	69d37c292feaca14f652257f619472ff96660317597ef31395de713b6404e725	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=1527;sha256=69d37c292feaca14f652257f619472ff96660317597ef31395de713b6404e725	FILE	777	1527	69d37c292feaca14f652257f619472ff96660317597ef31395de713b6404e725	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000395	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/libfuncs.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2586	9a7c2df6913177c4e54eeee46767b28f187f5e835b0032f6d4fdc0425e2621f9	FILE	777	2586	9a7c2df6913177c4e54eeee46767b28f187f5e835b0032f6d4fdc0425e2621f9	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2586;sha256=9a7c2df6913177c4e54eeee46767b28f187f5e835b0032f6d4fdc0425e2621f9	FILE	777	2586	9a7c2df6913177c4e54eeee46767b28f187f5e835b0032f6d4fdc0425e2621f9	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000396	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/libgdiagnostics++.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	13573	c76f8281ec411226e3f8d57a1f4cede9dafae252a862fb1f038e8114f6b20279	FILE	777	13573	c76f8281ec411226e3f8d57a1f4cede9dafae252a862fb1f038e8114f6b20279	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=13573;sha256=c76f8281ec411226e3f8d57a1f4cede9dafae252a862fb1f038e8114f6b20279	FILE	777	13573	c76f8281ec411226e3f8d57a1f4cede9dafae252a862fb1f038e8114f6b20279	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000397	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/libgdiagnostics.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	24391	45fc7975b181756c7be4fbaffbda97c08f6439c6740f585d19c3ff05f32b7a09	FILE	777	24391	45fc7975b181756c7be4fbaffbda97c08f6439c6740f585d19c3ff05f32b7a09	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=24391;sha256=45fc7975b181756c7be4fbaffbda97c08f6439c6740f585d19c3ff05f32b7a09	FILE	777	24391	45fc7975b181756c7be4fbaffbda97c08f6439c6740f585d19c3ff05f32b7a09	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000398	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/libiberty.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	28626	58155f1774c4d9395c7880ed49ae2b20f42ab981f552ab41551c81fb24aba538	FILE	777	28626	58155f1774c4d9395c7880ed49ae2b20f42ab981f552ab41551c81fb24aba538	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=28626;sha256=58155f1774c4d9395c7880ed49ae2b20f42ab981f552ab41551c81fb24aba538	FILE	777	28626	58155f1774c4d9395c7880ed49ae2b20f42ab981f552ab41551c81fb24aba538	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000399	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/libsarifreplay.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	1794	1a827f48eb6f535ff6915c00c71a615ec607406e97bc2bc309c958f4523a74f1	FILE	777	1794	1a827f48eb6f535ff6915c00c71a615ec607406e97bc2bc309c958f4523a74f1	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=1794;sha256=1a827f48eb6f535ff6915c00c71a615ec607406e97bc2bc309c958f4523a74f1	FILE	777	1794	1a827f48eb6f535ff6915c00c71a615ec607406e97bc2bc309c958f4523a74f1	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000400	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/limitx.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	1411	9755bde1bd166b24ebfe19f151b7585f2a0e78136e7c53fb3d5d150a0bc6114b	FILE	777	1411	9755bde1bd166b24ebfe19f151b7585f2a0e78136e7c53fb3d5d150a0bc6114b	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=1411;sha256=9755bde1bd166b24ebfe19f151b7585f2a0e78136e7c53fb3d5d150a0bc6114b	FILE	777	1411	9755bde1bd166b24ebfe19f151b7585f2a0e78136e7c53fb3d5d150a0bc6114b	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000401	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/limity.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	270	281813879fe05668e6a3cc520ef294c7fd3f01f75dd67cb5e363c3ffdf37cb1b	FILE	777	270	281813879fe05668e6a3cc520ef294c7fd3f01f75dd67cb5e363c3ffdf37cb1b	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=270;sha256=281813879fe05668e6a3cc520ef294c7fd3f01f75dd67cb5e363c3ffdf37cb1b	FILE	777	270	281813879fe05668e6a3cc520ef294c7fd3f01f75dd67cb5e363c3ffdf37cb1b	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000402	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/line-map.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	52565	8892a3f3a1985de2afbfae6841b1cb71c2fedd4cb741f987255e4209d4df511f	FILE	777	52565	8892a3f3a1985de2afbfae6841b1cb71c2fedd4cb741f987255e4209d4df511f	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=52565;sha256=8892a3f3a1985de2afbfae6841b1cb71c2fedd4cb741f987255e4209d4df511f	FILE	777	52565	8892a3f3a1985de2afbfae6841b1cb71c2fedd4cb741f987255e4209d4df511f	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000403	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/lockfile.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2100	96c8b6027efed4d388fc031fa72173dfc67a8dae4f445d464bfd33e8bbc91395	FILE	777	2100	96c8b6027efed4d388fc031fa72173dfc67a8dae4f445d464bfd33e8bbc91395	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2100;sha256=96c8b6027efed4d388fc031fa72173dfc67a8dae4f445d464bfd33e8bbc91395	FILE	777	2100	96c8b6027efed4d388fc031fa72173dfc67a8dae4f445d464bfd33e8bbc91395	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
FILE-000404	WCH-PACKAGE	lib/gcc/riscv32-wch-elf/15.2.0/plugin/include/logical-location.h	GCC-TARGET-PLUGIN-SDK	GCC	ACCEPTANCE-GATE	UPSTREAM-SOURCE	FILE	777	2760	0e56f910a55a6a75d0405e5ee538b88967c8d1ba1525d8b5ef9b0595faf11992	FILE	777	2760	0e56f910a55a6a75d0405e5ee538b88967c8d1ba1525d8b5ef9b0595faf11992	PRESENT-BYTE-EXACT-WCH;type=FILE;mode=644;size=2760;sha256=0e56f910a55a6a75d0405e5ee538b88967c8d1ba1525d8b5ef9b0595faf11992	FILE	777	2760	0e56f910a55a6a75d0405e5ee538b88967c8d1ba1525d8b5ef9b0595faf11992	BYTE-EXACT	BYTE-EXACT	BYTE-EXACT-PUBLISHED-SDK	true	T0-016,T0-017,T0-018,L4-038,L4-063,L4-077
