schema_version	source_set	scope_class	path_or_reference	family	role	physical_present	target_chip	build_context	sha256	normalized_sha256	parent_package_sha256	file_format	member_occurrences	byte_group_id	byte_representative_path	scan_status	evidence_ids	evidence_manifest_sha256
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/crtbegin.o	other target artifact	standalone-object	yes	unknown	buildctx-707c782cebf385c295ae99a57fbb114ac125b81d82d53e9eca6b8ac688a930ca	0003e8f0f52723837d0fb2713033e03c5d06ed29af72d6bf23cbb0295c143a6c	not-applicable	not-applicable	ELF	not-applicable	bytegroup-ed73e5c3c8ce8f8b7f79a4dbbef69645e515965d9dfc4a15066b2aa60b5e2e03	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/crtbegin.o	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/crtend.o	other target artifact	standalone-object	yes	unknown	buildctx-707c782cebf385c295ae99a57fbb114ac125b81d82d53e9eca6b8ac688a930ca	d5775d9319c3ded60c26927f94349aa9b9e3addf640a4e6f49a58c816b1078ca	not-applicable	not-applicable	ELF	not-applicable	bytegroup-1f3c9b252ab02265abf3f2bb0d2c01ca5c4c31da077236271dec811584f90bfc	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/crtend.o	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/crti.o	other target artifact	standalone-object	yes	unknown	buildctx-707c782cebf385c295ae99a57fbb114ac125b81d82d53e9eca6b8ac688a930ca	43935ea6d7822b2f4e070dd12ca43c58b5e80eec48a03fd329fe8bd4cb7b8726	not-applicable	not-applicable	ELF	not-applicable	bytegroup-58f65f40d55699583df02bc871bfdf172611d49a3d00b37ac7dfc8aaeeea5caf	MRS_Toolchain_Linux_X64_V250/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/crti.o	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/crtn.o	other target artifact	standalone-object	yes	unknown	buildctx-707c782cebf385c295ae99a57fbb114ac125b81d82d53e9eca6b8ac688a930ca	43935ea6d7822b2f4e070dd12ca43c58b5e80eec48a03fd329fe8bd4cb7b8726	not-applicable	not-applicable	ELF	not-applicable	bytegroup-58f65f40d55699583df02bc871bfdf172611d49a3d00b37ac7dfc8aaeeea5caf	MRS_Toolchain_Linux_X64_V250/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/crti.o	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/libgcc.a	generic-runtime-candidate	target-archive	yes	unknown	buildctx-707c782cebf385c295ae99a57fbb114ac125b81d82d53e9eca6b8ac688a930ca	765451c3cfa8f1f0ac3c29a5e80551c160364a0d7061520f9fb3b803de1cc251	not-applicable	not-applicable	ar	165	bytegroup-5d76f2e01d26b41c9bd1aa52a367bda2501f63b0efa2de3b096aa1334530e837	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/libgcc.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/libgcov.a	other target artifact	target-archive	yes	unknown	buildctx-707c782cebf385c295ae99a57fbb114ac125b81d82d53e9eca6b8ac688a930ca	f578178222d433d28d6d397b141d257d232f0622995f56718be9be3d8c43e148	not-applicable	not-applicable	ar	28	bytegroup-1cdce9226497fe02cb4d5b383f0c1c494210de8f72691bc6b4b2cc545f9676ce	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/gcc/riscv32-wch-elf/15.2.0/rv32imc_zba_zbb_zbc_zbs_xw/ilp32/libgcov.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	host	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/libriscv32-wch-elf-sim.a	other target artifact	host-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	e29cfdb086cc1a95b51fa4e531999bbc5de8e2e08e9c36eb6ee2f719d203d5e3	not-applicable	not-applicable	ar	57	bytegroup-7e875d418f6095a41753d6c9e72c70bdd548dbacd86bf0d8a7cba00811567b96	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/lib/libriscv32-wch-elf-sim.a	not-required	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/crt0.o	other target artifact	standalone-object	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	baffef1dd8b55f0acd03128c73628ddcfba4e0d870e4411e9d7bff1b195e4dcf	not-applicable	not-applicable	ELF	not-applicable	bytegroup-ab1cf104751a522d8de3c27994cdb1aa20c3949e5073758b6328e6b240e494a5	MRS_Toolchain_Linux_X64_V250/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/crt0.o	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libc.a	generic-runtime-candidate	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	029c0ee0bf1034f8d5a257305948435db9c1c34e79ba97bc96c6cb1e9a829ead	not-applicable	not-applicable	ar	649	bytegroup-6a8e35c4568d8fa0d44fe319734ab2f605b40e2560daf5e941ea7323a79bb89b	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libc.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libc_nano.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	cda844f10f081433c79c64ba12eb3cad2b3b83b88760569f22648edea469c809	not-applicable	not-applicable	ar	624	bytegroup-9cee5e8d48a8615afcce68815d931da8000482949508f2c2b5dd6a4300796b93	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libc_nano.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libg.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	029c0ee0bf1034f8d5a257305948435db9c1c34e79ba97bc96c6cb1e9a829ead	not-applicable	not-applicable	ar	649	bytegroup-6a8e35c4568d8fa0d44fe319734ab2f605b40e2560daf5e941ea7323a79bb89b	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libc.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libg_nano.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	cda844f10f081433c79c64ba12eb3cad2b3b83b88760569f22648edea469c809	not-applicable	not-applicable	ar	624	bytegroup-9cee5e8d48a8615afcce68815d931da8000482949508f2c2b5dd6a4300796b93	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libc_nano.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libgloss.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	c1c4079e84ef7cf6bd9cfac8fe10f279ad04f38f73283bdcd3816529f975d642	not-applicable	not-applicable	ar	32	bytegroup-5f7785eb135b77c70d4534db1592338790808ef38229352d9f55add14ee39084	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libgloss.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libgloss_nano.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	1688dc560d0e051e494e458b3d0247d0a4d9b445399bbcb0d3324bf72b01cb2f	not-applicable	not-applicable	ar	32	bytegroup-1663a2304e8c46cd736491ea082b52480e600dbf59789e860bffc763fa44d32d	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libgloss_nano.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libm.a	generic-runtime-candidate	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	4974dbbc812e9d46d5e6c4ec1e6ca5b4ea78f45a98c1248e8681fdcb692d7605	not-applicable	not-applicable	ar	425	bytegroup-424cf4f8f49bf4fdd7ccb2e88dbd6e753bcee9afecfd91bf68e497c0efe15b44	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libm.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libm_nano.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	161db7c9402fa22f9b5679ec645f1a8811e71b8e9f158a86bed4b5862d75bd49	not-applicable	not-applicable	ar	425	bytegroup-6b9a05fe98afdee342e57beb53497f242a6531c939fdd1445e4f61505254f37f	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libm_nano.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libnosys.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	a221a8d8058faf7c2cfe17be84a6fd253ea6a42ffd1cf44b976929ca0ab70ce3	not-applicable	not-applicable	ar	25	bytegroup-a91ae197495ceea8f7b79b5e90cb4fb32bf6e37e526d2f6f0b710ae523c63721	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libnosys.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libsemihost.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	3016cf62003c05181b529ef6fde8582b64f29f1699cecadcc7f3d300992fd764	not-applicable	not-applicable	ar	26	bytegroup-60087b68e6c106162429c3baf8a7790541cc057847e8327803f0cbcd0dc2e3e3	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libsemihost.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libsim.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	6714095951989a16521a6821b9ac17a6745c64f990c3182863b98ef33330a7f9	not-applicable	not-applicable	ar	32	bytegroup-a8b6915bdf4f76f5688117382651d36e58a52589a0e5a5d52e638a9c6da548e3	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libsim.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libstdc++.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	6a157f157f7e8285cd5a7730ed762b0eab193a8ab8a1d3a26a18e69d0fd19fd4	not-applicable	not-applicable	ar	191	bytegroup-4e5f0a9bb8d72d8d3b56eb705f562974e99e47ccb4e82b5cd51e687ee298ae2b	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libstdc++.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libstdc++exp.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	049260e3568c0c6c4076e9f01306cdc06171001592cf4a239a29ad60f1e09776	not-applicable	not-applicable	ar	16	bytegroup-5ec3a440335e9febbf823fd1a8a2356b6cda68312fd98153c3abc062e3c70173	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libstdc++exp.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libsupc++.a	other target artifact	target-archive	yes	unknown	buildctx-7154a1946966f1f1fc6e2dc811139d16c0a1b7d971e2f11435334222a188c48f	367804e282c90aee5a505e623122964b982d54bdb79bad389d73b061436e78a5	not-applicable	not-applicable	ar	65	bytegroup-5d4a700f536a542c20b10d5c964f374a4cb9faee90f6c33939b633457d644453	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/libsupc++.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/crt0.o	other target artifact	standalone-object	yes	unknown	buildctx-7967ec9b4942bb4478a8cf646c50667d2219d8c41f76554ece7788c310a81c24	acc0c4db8194dddbd29aef13a5b95cf84db1bb8e5ab60e4143039ba7a4c21540	not-applicable	not-applicable	ELF	not-applicable	bytegroup-c44eb1a08060b258c77bc278a5ae8c638228508ca990c916a8af181b5b43540d	MRS_Toolchain_Linux_X64_V250/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/crt0.o	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/libc.a	generic-runtime-candidate	target-archive	yes	unknown	buildctx-7967ec9b4942bb4478a8cf646c50667d2219d8c41f76554ece7788c310a81c24	58a1c3fffd0e3926a1569bba6546c74dd097f5266875c4cc17aaa661679dd26f	not-applicable	not-applicable	ar	649	bytegroup-ec9f81ee5a87682c83c4743452c043894ab00a9032543554ddb5dce3977b3132	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/libc.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/libc_nano.a	other target artifact	target-archive	yes	unknown	buildctx-7967ec9b4942bb4478a8cf646c50667d2219d8c41f76554ece7788c310a81c24	01ed06cb3e47ec84cc93c2d93fd07edaf1ce7e1567e6a55e54bb51be8449e8fa	not-applicable	not-applicable	ar	624	bytegroup-2523f6b09c733d0eb1a5f4d0b1a877c7c4b3f537d9aec2007d937be15aa1ee3b	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/libc_nano.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
2	mrs-2.4-riscv-gcc15	unknown-provenance	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/libg.a	other target artifact	target-archive	yes	unknown	buildctx-7967ec9b4942bb4478a8cf646c50667d2219d8c41f76554ece7788c310a81c24	58a1c3fffd0e3926a1569bba6546c74dd097f5266875c4cc17aaa661679dd26f	not-applicable	not-applicable	ar	649	bytegroup-ec9f81ee5a87682c83c4743452c043894ab00a9032543554ddb5dce3977b3132	MRS_Toolchain_MAC_V240/Toolchain/RISC-V Embedded GCC15/riscv32-wch-elf/lib/rv32e/ilp32e/libc.a	partial	ev-9afbb8d8ea9da6aac95c63881208c45521ea7aa6a08255d9d4ea06d7ef493376;ev-c70b4bc27ca2baf2aecc73adca3d87efc221e0ef5c8c4f4119a86ebcdac21a04;ev-47e7899086c09aa024c61988014228c5e9152da1fa42e2f30f13609216726e02	5705ee8e29bf33d986b2ce880dfbd27b00076896d356a020c9f4d2002b12bc78
